First name,Last name,Uni ID,Institution,Department,Email address,Groups,Assignment: Assignment 1 (SQL): Marks and Feedback (Real),Assignment: Assignment 2 (Database Theory): Marks and Feedback (Real),Quiz: NoSQL Test (Real),Total marks for quizzes (Real),Lab activities (Lab 1-8) (Real),Final Exam (Real),"Quiz: Quiz for Week 2 (deadline: 11:59pm, Aug 1, Tuesday) (Real)","Quiz: Quiz for Week 3 (deadline 23:59, August 8, Tuesday) (Real)","Quiz: Quiz for Week 4 (deadline: 11:59pm, August 15, Tuesday) (Real)","Quiz: Quiz for Week 5 (deadline: 11:59pm, 22 August, Tuesday) (Real)","Quiz: Quiz for Week 6 (deadline: 11:59pm, 29 August, Tuesday) (Real)","Quiz: Quiz for Week 7 (deadline: 11:59pm, 19 September, Tuesday) (Real)","Quiz: Quiz for Week 8 (deadline 11:59pm, 26 September, Tuesday) (Real)","Quiz: Quiz for Week 9 (deadline: 23:59, 3 October, Tuesday) (Real)","Quiz: Quiz for Week 10 (deadline: 11:59pm, October 10, Tuesday) (Real)","Quiz: Quiz for Week 11 (deadline: 11:59pm, 17 October, Tuesday) (Real)",Attendance: Lab Engagement (Real),Attendance: Lab 8 Engagement (Real),Quiz: DA/PX Exam (Real),Course total (Real),Last downloaded from this course
NXPBYG,OSXRCA,u0000155,,,u0000155@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.3,11.8,3.9,2.8,2,35.6,0.3,0.5,0.2,0.5,0.5,-,0.4,-,0.5,-,57.3,-,-,76.1,1710372714
NEBOWM,RHMVVX,u0000156,,,u0000156@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),0,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,1710372714
QOMXUD,TWZMRH,u0000157,,,u0000157@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),19.7,13.7,4.4,3.3,2.3,40.1,0.5,0.5,0.6,0.5,0.5,0.6,0.6,0.6,0.4,-,87.7,113.5,-,89.5,1710372714
XJETLR,VCZDFK,u0000158,,,u0000158@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.8,13.5,4.5,3.1,2.2,27.7,0.5,0.5,0.5,0.6,0.5,0.6,-,0.4,-,-,87,-,-,68.6,1710372714
VYENSO,AGGPVK,u0000159,,,u0000159@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),11.7,10.8,3.3,2.7,2.3,30,0.5,0.4,0.5,0.1,0.5,0.4,0.6,0.5,0.3,0.5,88.9,-,-,65.4,1710372714
RNEHFT,CDFCPA,u0000160,,,u0000160@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.4,12,2.6,2.9,2.3,29.9,0.4,0.6,0.6,-,0.3,0.3,0.5,-,0.4,-,52.8,-,-,64.5,1710372714
XDYRVJ,JKMSIX,u0000161,,,u0000161@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.3,15.6,3.8,3.4,2.2,33.6,0.6,0.5,-,0.5,0.5,0.4,0.5,0.5,0.6,0.5,58.2,-,-,76.4,1710372714
SGMAVF,GGGLOP,u0000162,,,u0000162@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21,13.5,4.5,3.3,2.4,36.2,0.3,0.6,0.6,0.5,0.5,0.4,0.5,0.6,0.5,0.5,57.5,-,-,87,1710372714
ECLQYP,YLDTLL,u0000163,,,u0000163@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.1,7.1,-,2.9,2.2,28.4,0.5,0.5,0.5,-,-,0.4,-,0.4,0.3,0.6,55.2,-,-,60.7,1710372714
XOBKPF,XCSRUM,u0000164,,,u0000164@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),20,10.5,4.4,3.2,2.1,35.4,0.5,-,0.4,0.2,-,0.6,0.5,-,0.3,0.5,56.5,-,-,76.6,1710372714
JEBDHS,ROLKGA,u0000165,,,u0000165@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),14,11.5,3.3,3.5,2.3,44,0.5,0.6,0.6,0.5,0.6,0.5,0.6,0.4,0.5,0.6,84.2,-,-,76.8,1710372714
UYOPVP,PWXSJR,u0000166,,,u0000166@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),20.7,13.5,3.6,3.4,2.2,35.3,0.4,0.5,0.5,0.6,0.5,0.6,0.6,0.4,0.4,0.6,106.6,100.4,-,80.1,1710372714
QRBMSK,LBZEUV,u0000167,,,u0000167@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),22.5,16.9,4.6,3.2,2.4,48.9,0.4,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.4,0.6,106.2,100.8,-,104,1710372714
XYQAXC,JQKLCK,u0000168,,,u0000168@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.5,14,3.9,2.9,2.1,36.8,0.6,0.6,0.4,0.5,0.5,0.5,0.3,0.4,0.3,-,51,-,-,77.9,1710372714
IDZDQI,EPBYCA,u0000169,,,u0000169@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.5,15.4,4.3,3.3,1.1,43.6,0.5,0.5,0.6,-,0.6,0.5,-,-,-,0.5,28.9,-,-,81.2,1710372714
ZABBWG,YAQMBQ,u0000170,,,u0000170@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.6,13.2,4.2,3,2.3,43.3,0.6,0.6,0.5,0.5,0.6,0.6,-,0.6,-,0.5,82.6,-,-,78.9,1710372714
XUEWMR,HVTUXU,u0000171,,,u0000171@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),9.5,11.1,3.6,1.5,2.4,38.1,0.6,-,-,0.3,-,-,-,0.2,0.4,-,73.7,-,-,68.2,1710372714
XJJHAT,GYFOHC,u0000172,,,u0000172@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),16.1,15.6,2.6,3.5,2.4,40.5,0.5,0.5,0.6,0.5,0.5,0.6,0.6,0.6,0.4,-,76.2,-,-,84.6,1710372714
LZVHRC,LUGTQX,u0000173,,,u0000173@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),21,13.7,3.4,3.3,2.4,36,0.6,0.5,0.4,0.5,0.5,0.6,-,-,0.4,0.5,74.2,115,-,78.3,1710372714
OQAPLG,CPJDVT,u0000174,,,u0000174@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),12.5,13.9,-,3.1,2,38.5,0.6,0.4,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.5,54.1,-,-,71.9,1710372714
YUHTGX,QAUOAS,u0000175,,,u0000175@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),14.4,12.3,4.3,3,2.1,29.6,0.3,0.6,0.6,0.4,0.6,-,0.6,-,0.3,0.5,56.1,-,-,60.6,1710372714
GQKYEJ,JYKIJP,u0000176,,,u0000176@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),17.2,10.1,4.3,3.5,2.3,30.6,-,0.5,0.5,-,0.6,0.5,0.3,0.5,0.3,0.6,51.9,-,-,67.1,1710372714
XLDKYL,HLPGDN,u0000177,,,u0000177@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),11.6,11.4,5.2,3.5,2.1,37.6,0.6,0.5,0.4,0.5,0.6,0.5,0.4,0.6,0.5,0.5,72.7,-,-,72.3,1710372714
ANHYIW,RTSGEN,u0000178,,,u0000178@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),5.2,10.1,4.5,3.1,2.3,25.6,0.5,0.5,0.4,0,-,0.6,-,0.5,0.3,0.5,54.2,108.1,-,51,1710372714
CCTZXL,BBQBYX,u0000179,,,u0000179@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.8,12.2,3.1,2.4,1.7,40.2,0.6,0.5,0.5,0.1,-,-,0.2,0.2,-,0.6,43.6,-,-,79.4,1710372714
WSTVUD,KEAKMG,u0000180,,,u0000180@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),17.5,15.9,3.6,3.1,1.5,36.1,0.3,0.5,0.6,0.4,0.5,0.5,0.6,0.5,0.2,0.5,44.8,0,-,76.7,1710372714
TGACJI,YOGIPI,u0000181,,,u0000181@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),12.6,2,3.1,2.5,2.3,9.4,0.4,-,0.4,0.3,0.5,0.2,0.3,0.3,0.3,0.6,88.1,-,-,30.1,1710372714
XLMSCQ,KRVHAL,u0000182,,,u0000182@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.7,11.6,3,2.9,2.3,25.6,0.5,0.6,0.5,0.2,0.5,0.4,0.5,-,0.2,0.6,50,-,-,67.8,1710372714
VKCHEQ,VCNDHR,u0000183,,,u0000183@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.2,13.2,4.8,2.7,2.3,22.4,-,0.5,0.3,0.1,0.6,0.1,0.2,0.3,0.5,0.5,95.6,-,-,67.7,1710372714
EPTLAO,MQIJLZ,u0000184,,,u0000184@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),16.6,12.8,4.1,3.6,2.3,25.5,0.4,0.6,0.4,0.5,0.6,0.6,0.6,0.4,0.3,0.6,52.7,104,-,63.1,1710372714
IFAQVL,WMDWQF,u0000185,,,u0000185@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),14,4.6,4.3,3.2,2.1,9.2,0.6,0.6,0.3,0.4,0.5,0.6,0.6,0.4,0.4,0.6,84.7,-,-,35.8,1710372714
BFCINH,CWPIHH,u0000186,,,u0000186@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.1,14,3.1,3.2,2.2,20.4,0.4,0.4,0.6,0.2,0.5,0.3,0.6,0.4,0.2,0.5,98.9,-,-,59.7,1710372714
IDCIGD,JFBWWD,u0000187,,,u0000187@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.4,11.9,4.2,3,2.2,26.7,0.5,0.6,0.5,0.3,0.6,-,-,0.5,-,0.6,73.8,-,-,70.6,1710372714
JMLEXZ,BBSEDW,u0000188,,,u0000188@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,10.5,4,-,2.5,2.1,26.5,0.2,0.3,0.5,0.2,0.6,0.2,0.2,0.4,0.4,0.6,99.1,-,41.8,52.1,1710372714
LNFIFU,VGSFNI,u0000189,,,u0000189@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),20.8,14.2,4.2,3.2,2.4,47.8,0.6,0.6,0.4,0.6,0.4,0.4,0.6,0.6,0.4,-,104.1,108.7,-,85.8,1710372714
HIKHJJ,THFZFX,u0000190,,,u0000190@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),12.4,12.5,2.7,2.5,2.4,33.1,0.4,0.4,0.4,-,-,0.3,0.4,-,0.2,0.6,69.4,-,-,60.1,1710372714
VMBWPK,CRPQEV,u0000191,,,u0000191@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),20.6,14.8,3.5,3.6,2,41.5,0.5,0.5,0.5,0.6,0.6,0.4,0.5,0.5,0.5,0.5,110.9,105.5,-,92.1,1710372714
YRGDLF,MBPYZM,u0000192,,,u0000192@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511),20.4,15.5,2.9,3.2,2.3,51.8,0.5,0.6,0.6,0.3,0.4,0.4,0.6,0.4,0.6,0.4,104.6,-,-,99.2,1710372714
MHJLAS,HBMTWJ,u0000193,,,u0000193@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15,10.9,3.6,3.2,2.1,47.4,0.5,0.5,0.5,0.6,0.6,0.4,0.5,0.5,0.5,0.4,80.8,-,-,85.4,1710372714
WEHGRT,SDBRLV,u0000194,,,u0000194@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Supplementary and Deferred Exam,23.5,9.9,3.7,3.4,2.3,-,0.2,0.5,0.4,0.1,0.5,0.6,0.6,0.4,0.5,0.6,69.7,-,22,41.7,1710372714
XSKKAN,TYIYWJ,u0000195,,,u0000195@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.1,11.5,3.1,3,1.5,20.9,0.4,0.6,0.3,0.4,0.6,0.2,0.4,0.4,0.2,0.5,39.2,-,-,57.1,1710372714
VMRRMB,YAIYKP,u0000196,,,u0000196@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Supplementary and Deferred Exam,21.4,8.8,2.4,1.7,1.6,-,0.3,0.4,0.4,0.2,0.1,-,0.3,-,-,-,43.7,-,47.4,36.3,1710372714
RBZRXK,PRFXKL,u0000197,,,u0000197@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.1,12.4,3.9,3.2,2.1,23.2,0.4,0.3,0.6,0.6,0.6,0.4,0.4,0.4,0.3,-,57.2,-,-,56,1710372714
VMOBTI,VKSTWF,u0000198,,,u0000198@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/01 (Classes 7460/7511),15,8.2,3.9,3,2.3,39.6,0.3,0.6,0.6,0.4,-,-,-,0.5,0.4,0.6,95.4,-,-,66.2,1710372714
RUXVUF,ESCBKV,u0000199,,,u0000199@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),20.6,14.5,4.8,3.1,2.3,50.8,0.5,0.6,0.6,0.4,0.6,0.6,0.4,0.5,-,-,94.3,110.1,-,87.5,1710372714
FKBORM,SFYGXQ,u0000200,,,u0000200@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.4,15.4,3.5,2.7,2.3,39.2,0.4,0.6,0.3,0.3,0.5,0.3,0.3,0.4,0.2,0.6,95.4,-,-,84.1,1710372714
QTSYCL,TPEKTR,u0000201,,,u0000201@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),19.2,10.3,3,2.8,2.4,32.6,0.4,0.5,0.5,0.4,-,0.5,0.3,0.4,0.4,0.6,82.6,118,-,70.2,1710372714
ZNOINJ,DHAQPH,u0000202,,,u0000202@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),0,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,1710372714
WXOLFE,KPPQFV,u0000203,,,u0000203@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.6,13.6,3.8,2.9,2,46.5,0.3,0.5,0.5,0.1,0.4,0.5,0.5,0.6,0.4,0.5,53.6,-,-,91.3,1710372714
DTMAGI,DHRXRH,u0000204,,,u0000204@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),16,10.9,4.4,3.1,2.3,32.6,0.2,0.6,0.5,0.2,0.6,0.5,0.6,0.5,-,0.6,82.5,-,-,70.6,1710372714
XIFVOV,KTSFUC,u0000205,,,u0000205@anu.edu.au,[MyTT] ComA/25 (Classes 7460/7511),20.4,13.9,2.7,3.4,2.3,25.7,0.3,0.5,0.4,0.1,0.6,0.5,0.3,0.6,0.6,0.5,71.1,-,-,72,1710372714
ZIUHVZ,BETTYI,u0000206,,,u0000206@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.3,10.7,2.2,3.2,2.3,34.8,0.6,0.6,0.6,0.5,0.6,0.5,-,-,0.4,0.6,59.8,-,-,74.4,1710372714
RNZFJK,UXQLZC,u0000207,,,u0000207@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),18.3,13.1,4.3,3.3,2.1,24.7,0.4,0.5,0.3,0.5,0.6,0.4,0.6,-,0.3,0.6,51.9,-,-,63.9,1710372714
RSODVQ,LBCHPN,u0000208,,,u0000208@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),21.5,10.8,4.6,3.2,2.1,39.3,0.5,0.6,0.4,0.1,0.6,0.4,0.3,0.4,0.3,0.5,59.7,-,-,83.1,1710372714
GBEIMC,PMLOVC,u0000209,,,u0000209@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),14.2,10.4,2.6,2.3,1,39.5,0.3,0.5,0.2,-,-,-,0.3,0.5,0.3,-,25.9,-,-,64.4,1710372714
MMHUEG,RLFYYD,u0000210,,,u0000210@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24);Supplementary and Deferred Exam,13,2.4,4.5,3.4,2.1,18.2,0.5,0.6,0.5,0.3,0.5,0.4,0.5,0.3,0.3,0.5,85.2,113.6,-,46.4,1710372714
GRRASG,PWUMDO,u0000211,,,u0000211@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),13.9,12.9,3.6,3.3,2.4,33.3,0.5,0.4,0.5,0.5,0.6,0.5,0.4,0.5,0.4,0.5,51.9,-,-,72.3,1710372714
LHNBPI,POATAE,u0000212,,,u0000212@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.5,14.7,4.3,3.3,2.1,36.5,0.5,0.5,0.5,0.2,0.6,0.4,0.6,0.6,0.3,0.4,54.8,-,-,77.6,1710372714
BQRPMN,MEVEMR,u0000213,,,u0000213@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20,7.8,3.7,2.6,2.1,29.8,0.4,0.6,0.4,-,-,0.4,-,0.4,-,0.4,70.5,-,-,67.8,1710372714
YIKRZY,VZSGUP,u0000214,,,u0000214@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.8,14.3,2.8,3.2,2.1,47.8,0.4,0.5,0.5,0.4,0.5,0.5,0.6,0.4,0.4,0.6,82.7,-,-,99.7,1710372714
RMLMYG,XOFCMW,u0000215,,,u0000215@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),0,0,-,2,2.3,14.6,0.4,0.5,0.4,0.4,0.2,-,0.3,-,-,-,94.8,-,-,19.4,1710372714
ANFPTQ,UBCXKG,u0000216,,,u0000216@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),0,0,-,0.4,1.7,10.5,-,-,-,0.4,0,-,-,-,-,-,39.2,-,-,13.2,1710372715
RIOEZV,TSFYLP,u0000217,,,u0000217@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24);Supplementary and Deferred Exam,19.6,12.8,4.2,3.3,2.1,17.9,0.3,0.6,0.5,0.5,0.5,0.5,0.6,0.4,0.4,0.5,82.5,-,38.1,60.2,1710372715
JMZNMS,ROVWBD,u0000218,,,u0000218@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),7.8,9.1,4,2.9,2.2,24.1,0.4,0.3,0.5,0.2,0.5,0.2,0.4,0.4,0.4,0.6,85.2,-,-,54.6,1710372715
FQGRNE,FVMVFA,u0000219,,,u0000219@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),19.9,16.7,4.1,3.1,2.2,41.5,0.6,0.4,0.5,0.6,0.6,0.5,0.6,-,0.4,0.6,73.7,103.8,-,93.9,1710372715
RZDXXI,BQFNPA,u0000220,,,u0000220@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16,5.4,3.4,2.5,2.4,-,0.5,0.4,0.4,0.3,0.4,-,0.5,0.4,-,0.6,96.3,-,-,30.2,1710372715
HMVOMI,SFPTQZ,u0000221,,,u0000221@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),13.7,3.3,4,2.9,2.2,24,0.5,0.6,0.5,0.3,0.5,-,0.4,0.3,0.4,0.4,54.4,-,-,47.8,1710372715
EFIRMA,EDVDBG,u0000222,,,u0000222@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),0,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,1710372715
BLCZSJ,IWOSWQ,u0000223,,,u0000223@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),7.9,11.5,3.9,3,2,36,0.6,0.6,0.5,0.1,0.6,0.4,0.5,0.5,0.4,0.6,84.2,-,-,69.3,1710372715
XQOYKU,QAFHVG,u0000224,,,u0000224@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),14.9,12.7,4,3.1,2.4,35.3,0.4,0.5,0.4,0.2,0.4,0.5,0.5,0.5,0.5,0.6,103.2,-,-,68,1710372715
UZTRYJ,BIIVJX,u0000225,,,u0000225@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),23,14.6,3.6,3,2.4,42.9,0.5,0.6,0.5,0.5,0.5,0.4,0.6,0.4,0.4,0.5,73.8,0,-,90.6,1710372715
GXGOLJ,IGBTWS,u0000226,,,u0000226@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.6,4.1,3.3,2.8,2.1,7.6,0.4,0.3,0.4,0.5,0.6,-,0.4,0.3,-,-,58.2,-,-,35.5,1710372715
MHDMZD,WHNLGX,u0000227,,,u0000227@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511),11.2,5.3,2.9,2.2,2.1,18.1,0.3,0.5,0.1,0.2,0.2,-,0.3,0.3,0.4,-,50,-,-,41.9,1710372715
ZNTCVW,LKPSSV,u0000228,,,u0000228@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),22,15.4,4.7,3.2,2.1,35.7,0.5,0.5,0.6,0.6,0.4,0.6,0.6,0.5,0.6,0.4,73.3,-,-,78.6,1710372715
PXENYR,UOFDYC,u0000229,,,u0000229@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),0,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,1710372715
EJMWIC,IAFYJX,u0000230,,,u0000230@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),23.3,15.5,3.5,3.2,2.4,41.8,0.6,0.5,0.3,0.4,0.6,0.5,0.5,0.6,-,-,50.7,-,-,88.8,1710372715
XEEWQI,DNBAAE,u0000231,,,u0000231@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.5,13.4,4,3,2.2,38.3,0.4,0.4,0.5,0.5,0.5,0.3,0.5,-,-,0.5,57.6,-,-,84.8,1710372715
EBPJNO,SUNFJQ,u0000232,,,u0000232@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),12.5,10,3.7,2.8,0,40.8,0.3,-,0.4,0.4,0.6,0.3,0.5,-,0.4,0.6,0,-,-,72.4,1710372715
IVYYXL,MSYFCC,u0000233,,,u0000233@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),22.2,12.1,3.4,3,2.1,44,0.4,0.6,0.4,0.4,0.5,0.4,0.5,0.5,0.5,0.5,102.8,-,-,91.3,1710372715
