First name,Last name,Uni ID,Institution,Department,Email address,Groups,Assignment: Assignment 1 (SQL): Marks and Feedback (Real),Assignment: Assignment 2 (Database Theory): Marks and Feedback (Real),Quiz: NoSQL Test (Real),Total marks for quizzes (Real),Lab activities (Lab 1-8) (Real),Final Exam (Real),"Quiz: Quiz for Week 2 (deadline: 11:59pm, Aug 1, Tuesday) (Real)","Quiz: Quiz for Week 3 (deadline 23:59, August 8, Tuesday) (Real)","Quiz: Quiz for Week 4 (deadline: 11:59pm, August 15, Tuesday) (Real)","Quiz: Quiz for Week 5 (deadline: 11:59pm, 22 August, Tuesday) (Real)","Quiz: Quiz for Week 6 (deadline: 11:59pm, 29 August, Tuesday) (Real)","Quiz: Quiz for Week 7 (deadline: 11:59pm, 19 September, Tuesday) (Real)","Quiz: Quiz for Week 8 (deadline 11:59pm, 26 September, Tuesday) (Real)","Quiz: Quiz for Week 9 (deadline: 23:59, 3 October, Tuesday) (Real)","Quiz: Quiz for Week 10 (deadline: 11:59pm, October 10, Tuesday) (Real)","Quiz: Quiz for Week 11 (deadline: 11:59pm, 17 October, Tuesday) (Real)",Attendance: Lab Engagement (Real),Attendance: Lab 8 Engagement (Real),Quiz: DA/PX Exam (Real),Course total (Real),Last downloaded from this course
XPUCTM,TMSRFF,u2400181,,,u2400181@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.3,0.5,-,-,-,-,-,-,-,109.4,-,-,-,1710372714
SXXWRX,BKMYDS,u2400182,,,u2400182@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.5,0.4,-,-,-,-,-,-,-,101.7,-,-,-,1710372714
DVVFTP,QQIYQP,u2400183,,,u2400183@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.5,0.4,-,-,-,-,-,-,-,104.8,-,-,-,1710372714
LAHBWQ,OVZQVM,u2400184,,,u2400184@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),-,-,-,-,-,-,0.5,0.4,0.5,-,-,-,-,-,-,-,118.5,-,-,-,1710372714
OJDCQO,LNNHRM,u2400185,,,u2400185@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113.4,-,-,-,1710372714
NQNKMN,FLGXID,u2400186,,,u2400186@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.6,0.4,-,-,-,-,-,-,-,113.2,-,-,-,1710372714
QECDQF,SJCYFY,u2400187,,,u2400187@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,0.4,-,-,-,-,-,-,-,100.7,-,-,-,1710372714
GAYXDN,FXFAOX,u2400188,,,u2400188@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,-,-,-,-,-,-,0.5,0.5,0.2,-,-,-,-,-,-,-,118.9,-,-,-,1710372714
VAIDCI,EFQOLT,u2400189,,,u2400189@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),-,-,-,-,-,-,0.4,0.5,0.6,-,-,-,-,-,-,-,102.5,-,-,-,1710372714
QZZAMV,BFOMMZ,u2400190,,,u2400190@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,50.5,-,-,-,1710372714
ZGNSMR,PKFVMP,u2400191,,,u2400191@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),-,-,-,-,-,-,0.4,0.5,0.4,-,-,-,-,-,-,-,117.3,-,-,-,1710372714
APNGZY,RGDTZG,u2400192,,,u2400192@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.2,0.3,-,-,-,-,-,-,-,104.6,-,-,-,1710372714
PPPIWE,MKOKSY,u2400193,,,u2400193@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.5,0.6,-,-,-,-,-,-,-,102,-,-,-,1710372714
FXDRKU,TOCWXX,u2400194,,,u2400194@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Supplementary and Deferred Exam,-,-,-,-,-,-,0.4,0.6,0.6,-,-,-,-,-,-,-,101.9,-,-,-,1710372714
DWBFCS,LNWHRJ,u2400195,,,u2400195@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.1,0.6,0.5,-,-,-,-,-,-,-,104.3,-,-,-,1710372714
ODGQSB,WVEYHT,u2400196,,,u2400196@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Supplementary and Deferred Exam,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,113.4,-,-,-,1710372714
MQVFVT,NAKZLF,u2400197,,,u2400197@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,1710372714
DGNIIF,WSWCRA,u2400198,,,u2400198@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,-,-,-,-,1710372714
LBOVNI,ZZBZGT,u2400199,,,u2400199@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),-,-,-,-,-,-,0.4,-,0.3,-,-,-,-,-,-,-,112.1,-,-,-,1710372714
FACOGO,XXDBAK,u2400200,,,u2400200@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,0.4,0.5,-,-,-,-,-,-,-,108.2,-,-,-,1710372714
JBLMSR,JSASDY,u2400201,,,u2400201@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),-,-,-,-,-,-,0.5,0.6,0.4,-,-,-,-,-,-,-,108.6,-,-,-,1710372714
PYBSDW,BXLZOT,u2400202,,,u2400202@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.5,0.5,-,-,-,-,-,-,-,115.3,-,-,-,1710372714
HTXYAV,JPNDGB,u2400203,,,u2400203@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.5,0.5,-,-,-,-,-,-,-,109.5,-,-,-,1710372714
DFQMJK,YWCPHW,u2400204,,,u2400204@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),-,-,-,-,-,-,0.6,0.5,0.3,-,-,-,-,-,-,-,102.6,-,-,-,1710372714
EAETHW,GZSCLY,u2400205,,,u2400205@anu.edu.au,[MyTT] ComA/25 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,0.5,-,-,-,-,-,-,-,101.4,-,-,-,1710372714
EGOTZB,EDGLNT,u2400206,,,u2400206@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,-,-,-,-,-,-,-,-,-,39.2,-,-,-,1710372714
IPDNID,ZQTWHJ,u2400207,,,u2400207@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),-,-,-,-,-,-,0.6,-,0.5,-,-,-,-,-,-,-,114.6,-,-,-,1710372714
CYBEKH,XROZBC,u2400208,,,u2400208@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.5,-,-,-,-,-,-,-,-,33.5,-,-,-,1710372714
XBKCCG,XKWCCV,u2400209,,,u2400209@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.4,0.6,-,-,-,-,-,-,-,108.9,-,-,-,1710372714
HSONNR,TTYKTX,u2400210,,,u2400210@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24);Supplementary and Deferred Exam,-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,115.8,-,-,-,1710372714
QVPBPT,WVIVJR,u2400211,,,u2400211@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,0.6,0.4,-,-,-,-,-,-,-,112.9,-,-,-,1710372714
ZMVHKB,ZDDCUF,u2400212,,,u2400212@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,1710372714
PFJYSQ,YHQQOK,u2400213,,,u2400213@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.5,0.2,-,-,-,-,-,-,-,102.5,-,-,-,1710372714
WVUQMB,YTKXJO,u2400214,,,u2400214@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.6,-,-,-,-,-,-,-,-,119.4,-,-,-,1710372714
GLOMFM,IQAPAA,u2400215,,,u2400215@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,0.4,-,-,-,-,-,-,-,115.5,-,-,-,1710372714
WCFYTP,VQBCOJ,u2400216,,,u2400216@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1710372715
DOWCIU,FSIHQD,u2400217,,,u2400217@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24);Supplementary and Deferred Exam,-,-,-,-,-,-,0.6,0.6,0.5,-,-,-,-,-,-,-,107.1,-,-,-,1710372715
MZEUYA,HASBUB,u2400218,,,u2400218@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),-,-,-,-,-,-,-,0.5,0.5,-,-,-,-,-,-,-,108.9,-,-,-,1710372715
BHURVC,XKMOKT,u2400219,,,u2400219@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),-,-,-,-,-,-,0.3,0.6,0.5,-,-,-,-,-,-,-,114.7,-,-,-,1710372715
XFBWWB,VCTYMM,u2400220,,,u2400220@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.6,-,-,-,-,-,-,-,107.3,-,-,-,1710372715
GYFZMX,KNNZEF,u2400221,,,u2400221@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.6,0.4,-,-,-,-,-,-,-,57.1,-,-,-,1710372715
KUEBTB,NKLJQG,u2400222,,,u2400222@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.6,0.4,-,-,-,-,-,-,-,109.2,-,-,-,1710372715
BENXCT,KOSMQA,u2400223,,,u2400223@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,0.5,0.6,-,-,-,-,-,-,-,100.6,-,-,-,1710372715
ADKYWS,JTTGZJ,u2400224,,,u2400224@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,-,-,-,-,-,-,-,-,107.8,-,-,-,1710372715
VWICDR,RWWQBJ,u2400225,,,u2400225@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),-,-,-,-,-,-,0.4,0.6,0.3,-,-,-,-,-,-,-,112.7,-,-,-,1710372715
NFBNST,BUGEKX,u2400226,,,u2400226@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,0.4,0.5,-,-,-,-,-,-,-,113.2,-,-,-,1710372715
FCKVUZ,BBUORY,u2400227,,,u2400227@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511),-,-,-,-,-,-,0.2,0.5,0.4,-,-,-,-,-,-,-,112.9,-,-,-,1710372715
YIEKJD,NHBDBZ,u2400228,,,u2400228@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,0.6,-,-,-,-,-,-,-,105.1,-,-,-,1710372715
VGNNTO,MRBRDM,u2400229,,,u2400229@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.4,-,-,-,-,-,-,-,110.9,-,-,-,1710372715
YSOOSZ,AEKOZS,u2400230,,,u2400230@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),-,-,-,-,-,-,0.5,0.5,0.5,-,-,-,-,-,-,-,114.6,-,-,-,1710372715
KTUGSD,WCJFVR,u2400231,,,u2400231@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.5,0.5,-,-,-,-,-,-,-,105,-,-,-,1710372715
EOKNTB,RCKNKW,u2400232,,,u2400232@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.5,0.5,-,-,-,-,-,-,-,114.9,-,-,-,1710372715
JZLSWD,RDNLDT,u2400233,,,u2400233@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.2,0.4,-,-,-,-,-,-,-,107.5,-,-,-,1710372715
HRUOQK,OZSBJY,u2400234,,,u2400234@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.3,-,-,-,-,-,-,-,110.9,-,-,-,1710372715
BQOCZF,MDWYYC,u2400235,,,u2400235@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511);Supplementary and Deferred Exam,-,-,-,-,-,-,0.5,0.5,0.5,-,-,-,-,-,-,-,112.1,-,-,-,1710372715
DRKHQK,CKAIIU,u2400236,,,u2400236@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,115.2,-,-,-,1710372715
KFHCZA,OYMWKD,u2400237,,,u2400237@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.6,0.4,-,-,-,-,-,-,-,115.2,-,-,-,1710372715
EQVVUZ,IWIFFG,u2400238,,,u2400238@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.4,0.6,-,-,-,-,-,-,-,102.7,-,-,-,1710372715
YJZPUL,RVPZFQ,u2400239,,,u2400239@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.1,0.4,-,-,-,-,-,-,-,-,0,-,-,-,1710372715
SYXRCS,JMTJBO,u2400240,,,u2400240@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),-,-,-,-,-,-,0.5,0.5,0.5,-,-,-,-,-,-,-,108.3,-,-,-,1710372715
VYLKZL,PRSFJW,u2400241,,,u2400241@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),-,-,-,-,-,-,0.6,0.6,0.6,-,-,-,-,-,-,-,112.9,-,-,-,1710372715
JOKORQ,CALASJ,u2400242,,,u2400242@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/07 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,0.5,-,-,-,-,-,-,-,100.4,-,-,-,1710372715
EFSYPY,UBFBQW,u2400243,,,u2400243@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),-,-,-,-,-,-,0.5,0.5,0.6,-,-,-,-,-,-,-,103.1,-,-,-,1710372715
FPGRNO,PXIOPX,u2400244,,,u2400244@anu.edu.au,[MyTT] ComA/11 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,-,-,-,-,-,-,-,-,114,-,-,-,1710372715
MVVSUS,BXEYZH,u2400245,,,u2400245@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,0,-,-,-,1710372715
LBVNTK,WJQKNI,u2400246,,,u2400246@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),-,-,-,-,-,-,0.5,0.6,-,-,-,-,-,-,-,-,113.2,-,-,-,1710372715
XDKJXX,HLUFNZ,u2400247,,,u2400247@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),-,-,-,-,-,-,0.6,0.6,0.6,-,-,-,-,-,-,-,101.3,-,-,-,1710372715
XERMMT,HGWNRD,u2400248,,,u2400248@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),-,-,-,-,-,-,0.3,0.4,0.4,-,-,-,-,-,-,-,105.8,-,-,-,1710372715
OJXNAB,JEHCSQ,u2400249,,,u2400249@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,0.6,-,-,-,-,-,-,-,108.2,-,-,-,1710372715
BTTZAL,GURXEE,u2400250,,,u2400250@anu.edu.au,[MyTT] ComA/08 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),-,-,-,-,-,-,0.4,0.6,0.4,-,-,-,-,-,-,-,106.6,-,-,-,1710372715
DDDIYS,NOWYAJ,u2400251,,,u2400251@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,0.6,0.3,-,-,-,-,-,-,-,114.8,-,-,-,1710372715
MJBPZY,LGGPZO,u2400252,,,u2400252@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.4,0.4,-,-,-,-,-,-,-,103,-,-,-,1710372715
ONCRWN,WYOLQV,u2400253,,,u2400253@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.6,0.6,0.5,-,-,-,-,-,-,-,111.5,-,-,-,1710372715
PWUMEJ,UJMKOZ,u2400254,,,u2400254@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),-,-,-,-,-,-,0.6,0.4,-,-,-,-,-,-,-,-,117.2,-,-,-,1710372715
DOBYBW,TIYSGZ,u2400255,,,u2400255@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,-,-,-,-,-,-,0.4,0.6,0.5,-,-,-,-,-,-,-,101.3,-,-,-,1710372715
QSUMDI,FOGXFI,u2400256,,,u2400256@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.4,0.6,-,-,-,-,-,-,-,105.5,-,-,-,1710372715
XNLMFH,RZZQUO,u2400257,,,u2400257@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),-,-,-,-,-,-,-,0.5,0.4,-,-,-,-,-,-,-,-,-,-,-,1710372715
VGWYQX,ORANUH,u2400258,,,u2400258@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),-,-,-,-,-,-,-,0.6,0.4,-,-,-,-,-,-,-,-,-,-,-,1710372715
KVNPCY,TINIIO,u2400259,,,u2400259@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),-,-,-,-,-,-,0.5,0.5,0.4,-,-,-,-,-,-,-,113.3,-,-,-,1710372715
YWCPIF,LTIDGE,u2400260,,,u2400260@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1710372715
OHKBPC,YWOLGD,u2400261,,,u2400261@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,1710372715
ICXLLO,RJIZNW,u2400262,,,u2400262@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,100.4,-,-,-,1710372715
DNQKEN,HMBKTW,u2400263,,,u2400263@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,0.3,-,-,-,-,-,-,-,101.2,-,-,-,1710372715
CJTCQV,SPFPYX,u2400264,,,u2400264@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.3,0.5,0.4,-,-,-,-,-,-,-,114.2,-,-,-,1710372715
GZQKUJ,CVYQPE,u2400265,,,u2400265@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1710372715
EHNLWR,EVFHTM,u2400266,,,u2400266@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),-,-,-,-,-,-,-,0.5,0.3,-,-,-,-,-,-,-,112.4,-,-,-,1710372715
LASUEH,KATYYA,u2400267,,,u2400267@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),-,-,-,-,-,-,0.5,0.5,0.5,-,-,-,-,-,-,-,116.8,-,-,-,1710372715
QTVXXG,DQDAKR,u2400268,,,u2400268@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,-,0.6,0.6,-,-,-,-,-,-,-,106.3,-,-,-,1710372715
UOCYKH,OBONHN,u2400269,,,u2400269@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511);Supplementary and Deferred Exam,-,-,-,-,-,-,0.4,-,0.4,-,-,-,-,-,-,-,117.6,-,-,-,1710372715
ETDNRQ,PAOJWU,u2400270,,,u2400270@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.4,0.5,0.5,-,-,-,-,-,-,-,101.7,-,-,-,1710372715
VABLYP,LHSBXG,u2400271,,,u2400271@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),-,-,-,-,-,-,0.5,0.6,0.5,-,-,-,-,-,-,-,102.4,-,-,-,1710372715
WOYYQB,QDNPRZ,u2400272,,,u2400272@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24);Supplementary and Deferred Exam,-,-,-,-,-,-,0.5,0.4,0.5,-,-,-,-,-,-,-,107.9,-,-,-,1710372715
